0.0,2,,0.0,2
0.026696568,2,,0.0020919263,0
0.053393137,3,,0.0041838526,2
0.0800897,6,,0.0062757786,0
0.10678627,6,,0.008367705,0
0.13348284,9,,0.010459632,0
0.1601794,22,,0.012551557,0
0.18687598,19,,0.014643484,1
0.21357255,26,,0.01673541,0
0.24026911,32,,0.018827336,1
0.2669657,42,,0.020919263,2
0.29366225,52,,0.023011189,4
0.3203588,58,,0.025103115,6
0.34705538,83,,0.027195042,5
0.37375197,85,,0.029286968,1
0.40044853,109,,0.031378895,4
0.4271451,114,,0.03347082,6
0.45384166,138,,0.035562746,2
0.48053822,150,,0.03765467,1
0.5072348,166,,0.0397466,4
0.5339314,196,,0.041838527,5
0.56062794,183,,0.043930452,8
0.5873245,193,,0.046022378,5
0.61402106,192,,0.048114303,2
0.6407176,234,,0.05020623,6
0.6674142,209,,0.05229816,7
0.69411075,200,,0.054390084,4
0.7208074,188,,0.05648201,9
0.74750394,188,,0.058573935,11
0.7742005,181,,0.06066586,7
0.80089706,193,,0.06275779,13
0.8275936,161,,0.06484971,9
0.8542902,155,,0.06694164,8
0.88098675,154,,0.06903357,16
0.9076833,146,,0.07112549,11
0.9343799,118,,0.07321742,18
0.96107644,121,,0.07530934,15
0.987773,86,,0.07740127,16
1.0144696,93,,0.0794932,14
1.0411662,97,,0.081585124,14
1.0678627,75,,0.08367705,15
1.0945593,73,,0.085768975,25
1.1212559,61,,0.087860905,29
1.1479524,41,,0.089952834,24
1.174649,45,,0.092044756,21
1.2013456,44,,0.094136685,39
1.2280421,31,,0.09622861,39
1.2547387,25,,0.09832054,49
1.2814353,25,,0.10041246,44
1.3081318,16,,0.10250439,47
1.3348284,20,,0.10459632,64
1.3615249,16,,0.10668824,75
1.3882215,18,,0.10878017,68
1.4149181,12,,0.11087209,77
1.4416147,7,,0.11296402,78
1.4683113,8,,0.11505595,98
1.4950079,9,,0.11714787,87
1.5217044,9,,0.1192398,100
1.548401,10,,0.12133172,125
1.5750976,3,,0.12342365,123
1.6017941,6,,0.12551558,126
1.6284907,4,,0.12760751,148
1.6551872,3,,0.12969942,125
1.6818838,3,,0.13179135,163
1.7085804,0,,0.13388328,164
1.7352769,6,,0.13597521,176
1.7619735,2,,0.13806714,180
1.7886701,2,,0.14015906,168
1.8153666,1,,0.14225098,184
1.8420632,1,,0.14434291,163
1.8687598,2,,0.14643484,156
1.8954563,1,,0.14852677,162
1.9221529,2,,0.15061869,159
1.9488494,1,,0.15271062,166
1.975546,1,,0.15480255,154
2.0022426,0,,0.15689448,144
2.0289392,0,,0.1589864,132
2.0556357,2,,0.16107832,127
2.0823324,0,,0.16317025,110
2.1090288,0,,0.16526218,86
2.1357255,0,,0.1673541,78
2.162422,0,,0.16944604,75
2.1891186,0,,0.17153795,77
2.215815,1,,0.17362988,60
2.2425117,0,,0.17572181,46
2.2692082,0,,0.17781374,33
2.2959049,0,,0.17990567,36
2.3226016,0,,0.18199758,32
2.349298,0,,0.18408951,22
2.3759947,1,,0.18618144,23
2.4026911,0,,0.18827337,16
2.4293878,0,,0.1903653,10
2.4560843,0,,0.19245721,7
2.482781,0,,0.19454914,9
2.5094774,0,,0.19664107,7
2.536174,0,,0.198733,4
2.5628705,0,,0.20082492,1
2.5895672,0,,0.20291685,0
2.6162636,0,,0.20500877,3
2.6429603,0,,0.2071007,1
2.6696568,1,,0.20919263,1
