0.0,2,,0.0,4
0.4188886,2,,0.016614527,6
0.8377772,5,,0.033229053,4
1.2566658,8,,0.04984358,25
1.6755544,11,,0.066458106,49
2.094443,19,,0.08307263,62
2.5133317,33,,0.09968716,81
2.9322202,39,,0.116301686,111
3.3511088,55,,0.13291621,155
3.7699974,54,,0.14953074,207
4.188886,67,,0.16614527,215
4.6077747,91,,0.18275979,235
5.0266633,112,,0.19937432,288
5.445552,137,,0.21598884,286
5.8644404,134,,0.23260337,292
6.283329,140,,0.2492179,318
6.7022176,173,,0.26583242,311
7.121106,185,,0.28244695,305
7.5399947,210,,0.29906148,271
7.9588833,211,,0.315676,239
8.377772,216,,0.33229053,212
8.79666,216,,0.34890506,196
9.215549,206,,0.36551958,154
9.634438,212,,0.3821341,160
10.053327,209,,0.39874864,147
10.472215,207,,0.41536316,111
10.891104,227,,0.4319777,87
11.309992,213,,0.44859222,81
11.728881,174,,0.46520674,58
12.147769,138,,0.48182127,52
12.566658,138,,0.4984358,51
12.985546,156,,0.5150503,46
13.404435,108,,0.53166485,26
13.823324,94,,0.5482794,21
14.242212,107,,0.5648939,20
14.661101,79,,0.5815084,15
15.079989,82,,0.59812295,12
15.4988785,72,,0.6147375,11
15.917767,58,,0.631352,17
16.336655,47,,0.6479665,8
16.755545,38,,0.66458106,7
17.174433,44,,0.6811956,11
17.59332,42,,0.6978101,4
18.012209,30,,0.7144246,3
18.431099,29,,0.73103917,6
18.849987,23,,0.7476537,4
19.268875,23,,0.7642682,1
19.687763,12,,0.7808827,3
20.106653,15,,0.7974973,2
20.525541,17,,0.8141118,1
20.94443,10,,0.8307263,0
21.36332,9,,0.8473408,2
21.782207,7,,0.8639554,0
22.201096,0,,0.88056993,1
22.619984,8,,0.89718443,2
23.038874,3,,0.9137989,1
23.457762,5,,0.9304135,0
23.87665,6,,0.94702804,0
24.295538,7,,0.96364254,0
24.714428,1,,0.98025703,0
25.133316,2,,0.9968716,0
25.552204,4,,1.0134861,1
25.971092,3,,1.0301006,0
26.389982,1,,1.0467151,0
26.80887,1,,1.0633297,0
27.227758,0,,1.0799443,0
27.646648,0,,1.0965588,0
28.065536,0,,1.1131732,0
28.484425,0,,1.1297878,1
28.903313,1,,1.1464024,0
29.322203,0,,1.1630168,0
29.74109,2,,1.1796314,0
30.159979,0,,1.1962459,0
30.578867,0,,1.2128605,0
30.997757,1,,1.229475,0
31.416645,1,,1.2460895,0
31.835533,1,,1.262704,0
32.25442,1,,1.2793186,0
32.67331,1,,1.295933,0
33.092197,0,,1.3125476,0
33.51109,1,,1.3291621,0
33.929977,0,,1.3457767,0
34.348866,0,,1.3623912,0
34.767754,0,,1.3790057,0
35.18664,1,,1.3956202,0
35.60553,2,,1.4122348,0
36.024418,0,,1.4288492,0
36.44331,0,,1.4454638,0
36.862198,0,,1.4620783,0
37.281086,0,,1.4786929,0
37.699974,0,,1.4953074,0
38.118862,0,,1.5119219,0
38.53775,0,,1.5285364,0
38.95664,0,,1.545151,0
39.375526,0,,1.5617654,0
39.79442,0,,1.57838,0
40.213306,0,,1.5949945,0
40.632195,0,,1.6116091,0
41.051083,0,,1.6282237,0
41.46997,0,,1.6448381,0
41.88886,1,,1.6614527,1
